Seed	LostPackets	totalTx	totalRx	PDR (%)	HopCount	Delay (ms)	L3 Drop	HelloPackets	PhyRxDrop	PhyTxDrop
1	6782	14744	7759	52.62	3.28	54.66	0	17998	655496	0
150	6570	14624	7860	53.75	3.12	48.96	0	17998	639821	0
98	6739	14633	7700	52.62	3.18	51.33	0	17998	657622	0
250	6617	14679	7860	53.55	3.52	152.13	0	17998	669138	0
50	6792	14489	7486	51.67	3.20	47.51	0	17998	689180	0
11040	6653	14773	7915	53.58	3.45	115.59	0	17998	623093	0
2035	6824	14623	7592	51.92	3.28	48.20	0	17998	675208	0
7899	6828	14708	7682	52.23	3.22	73.83	0	17998	670330	0
12000	6659	14692	7815	53.19	3.22	59.95	0	17998	671952	0
890	6694	14724	7826	53.15	3.31	57.01	0	17998	668014	0
11390	6705	14482	7582	52.35	3.19	64.62	0	17998	680251	0
2000	6962	14404	7215	50.09	3.14	62.12	0	17998	668650	0
12035	6708	14614	7692	52.63	3.09	43.87	0	17998	637224	0
22000	6505	14630	7925	54.17	3.20	49.66	0	17998	625748	0
22035	6783	14598	7615	52.16	3.23	51.12	0	17998	657550	0
17899	6660	14499	7635	52.66	3.31	67.62	0	17998	638241	0
31040	6791	14618	7633	52.22	3.22	59.01	0	17998	655181	0
21390	6696	14650	7753	52.92	3.24	50.94	0	17998	656294	0
27899	6693	14602	7702	52.75	3.25	56.32	0	17998	656296	0
1098	6574	14656	7887	53.81	3.25	70.85	0	17998	630151	0
871	6741	14537	7581	52.15	3.10	52.07	0	17998	642170	0
32035	6851	14782	7746	52.40	3.25	58.74	0	17998	672484	0
33	6667	14731	7866	53.40	3.33	67.15	0	17998	657056	0
1176	6852	14589	7527	51.59	3.16	50.50	0	17998	664952	0
543	6771	14603	7647	52.37	3.27	60.84	0	17998	659611	0
90	6748	14753	7788	52.79	3.24	67.84	0	17998	657569	0
9761	6711	14605	7694	52.68	3.18	55.96	0	17998	638806	0
1394	6765	14623	7664	52.41	3.30	83.92	0	17998	642707	0
8888	6643	14600	7727	52.92	3.12	52.78	0	17998	657070	0
671	6689	14434	7535	52.20	3.26	61.36	0	17998	674643	0
