Seed	LostPackets	totalTx	totalRx	PDR (%)	HopCount	Delay (ms)	L3 Drop	HelloPackets	PhyRxDrop	PhyTxDrop
250	7174	11488	4040	35.17	4.92	402.10	0	0	1450199	0
1	7045	11482	4159	36.22	5.07	603.51	0	0	1452790	0
98	6807	11188	4089	36.55	4.50	383.21	0	0	1482662	0
50	6601	11002	4104	37.30	4.96	308.96	0	0	1479911	0
2000	7025	11504	4180	36.34	4.88	271.69	0	0	1453798	0
150	6979	11171	3904	34.95	4.69	413.53	0	0	1520471	0
890	6782	11114	4017	36.14	5.18	623.32	0	0	1511331	0
11390	7226	11442	3957	34.58	5.09	341.46	0	0	1482762	0
12035	7013	11606	4260	36.71	5.26	419.04	0	0	1467518	0
2035	7342	11689	4057	34.71	5.24	354.64	0	0	1493172	0
12000	6890	11429	4199	36.74	5.68	506.87	0	0	1508342	0
11040	6591	11076	4117	37.17	4.69	359.00	0	0	1484271	0
7899	7242	11650	4090	35.11	4.99	490.78	0	0	1503307	0
17899	7492	11864	4084	34.42	5.71	424.51	0	0	1520100	0
22035	6941	11232	4024	35.83	4.74	295.12	0	0	1484708	0
22000	6944	11181	3918	35.04	4.34	253.69	0	0	1463506	0
31040	7209	11499	4029	35.04	5.06	363.13	0	0	1488937	0
871	6590	10858	3978	36.64	5.23	424.01	0	0	1517031	0
27899	6635	11039	4141	37.51	5.36	678.36	0	0	1528599	0
32035	6914	11289	4101	36.33	4.36	359.92	0	0	1505637	0
21390	7240	11585	4058	35.03	5.47	398.78	0	0	1522280	0
1394	6768	11170	4123	36.91	4.67	211.84	0	0	1462988	0
1176	6663	11045	4043	36.60	4.88	739.25	0	0	1502992	0
33	7181	11528	4037	35.02	4.87	291.03	0	0	1506768	0
1098	6908	11353	4145	36.51	5.00	435.86	0	0	1477801	0
543	6954	11228	3990	35.54	4.86	398.30	0	0	1473700	0
9761	6887	11328	4159	36.71	4.43	238.26	0	0	1465295	0
90	6948	11134	3908	35.10	5.16	264.94	0	0	1480484	0
8888	7138	11542	4138	35.85	5.21	314.46	0	0	1472541	0
671	6843	11180	4110	36.76	4.78	326.72	0	0	1534446	0
