Seed	LostPackets	totalTx	totalRx	PDR (%)	HopCount	Delay (ms)	L3 Drop	HelloPackets	PhyRxDrop	PhyTxDrop
98	1595	3312	1679	50.69	3.64	98.18	0	10039	361732	0
250	1576	3357	1744	51.95	3.90	173.57	0	10039	370827	0
1	1581	3339	1724	51.63	3.75	122.92	0	10039	381576	0
2000	1634	3305	1632	49.38	3.52	54.61	0	10039	385973	0
50	1629	3331	1666	50.02	3.86	106.13	0	10039	392474	0
150	1589	3319	1694	51.04	3.72	57.09	0	10039	393617	0
890	1603	3318	1679	50.60	3.46	38.37	0	10039	378837	0
11390	1603	3345	1708	51.06	3.80	106.51	0	10039	377010	0
11040	1620	3311	1658	50.08	3.80	117.08	0	10039	371601	0
7899	1649	3259	1580	48.48	3.52	90.68	0	10039	385755	0
12000	1615	3317	1667	50.26	3.26	28.47	0	10039	378905	0
12035	1638	3316	1645	49.61	3.51	87.94	0	10039	385750	0
2035	1635	3341	1666	49.87	4.18	115.90	0	10039	382715	0
17899	1649	3312	1629	49.18	3.46	41.94	0	10039	389773	0
21390	1620	3311	1659	50.11	3.54	60.93	0	10039	386166	0
22000	1619	3321	1664	50.11	3.48	59.02	0	10039	390540	0
27899	1646	3292	1610	48.91	3.53	43.75	0	10039	383147	0
871	1599	3312	1684	50.85	3.76	119.72	0	10039	385269	0
31040	1566	3292	1688	51.28	3.83	119.57	0	10039	393765	0
22035	1669	3290	1582	48.09	3.34	32.88	0	10039	387046	0
32035	1656	3319	1632	49.17	3.72	86.56	0	10039	389220	0
9761	1598	3348	1719	51.34	3.80	101.11	0	10039	369037	0
90	1619	3327	1674	50.32	3.18	19.74	0	10039	367198	0
1176	1597	3296	1662	50.42	3.42	44.59	0	10039	371284	0
1098	1666	3308	1605	48.52	3.39	49.54	0	10039	394314	0
1394	1650	3311	1628	49.17	3.62	107.12	0	10039	381581	0
33	1592	3291	1668	50.68	3.52	90.88	0	10039	395976	0
543	1601	3345	1712	51.18	3.57	78.28	0	10039	383187	0
671	1632	3329	1668	50.11	3.47	42.43	0	10039	373638	0
8888	1632	3318	1652	49.79	3.27	37.26	0	10039	366668	0
