Seed	LostPackets	totalTx	totalRx	PDR (%)	HopCount	Delay (ms)	L3 Drop	HelloPackets	PhyRxDrop	PhyTxDrop
98	3172	7609	4321	56.79	5.25	117.15	0	0	699704	0
50	3178	7541	4249	56.35	5.38	137.21	0	0	692446	0
1	3099	7486	4267	57.00	5.63	118.73	0	0	701792	0
250	3140	7594	4329	57.01	5.32	123.63	0	0	705185	0
7899	3131	7443	4161	55.90	5.81	130.44	0	0	697605	0
2000	3084	7564	4356	57.59	4.97	120.66	0	0	705992	0
890	3128	7515	4255	56.62	5.34	128.55	0	0	696433	0
150	3201	7501	4132	55.09	5.24	124.03	0	0	717972	0
11040	3129	7487	4234	56.55	4.97	102.37	0	0	694100	0
2035	3159	7634	4348	56.96	5.23	110.15	0	0	703231	0
22035	3038	7463	4317	57.85	5.30	93.24	0	0	680146	0
22000	3087	7596	4388	57.77	5.10	120.03	0	0	696394	0
12035	3133	7517	4259	56.66	5.30	120.41	0	0	700616	0
12000	3155	7479	4201	56.17	4.79	114.11	0	0	689733	0
21390	3086	7487	4247	56.72	5.19	118.52	0	0	706745	0
17899	3134	7463	4202	56.30	5.46	116.26	0	0	703047	0
11390	3150	7553	4264	56.45	5.06	113.18	0	0	711392	0
32035	3118	7486	4257	56.87	5.21	113.78	0	0	707231	0
31040	3176	7429	4129	55.58	4.81	102.31	0	0	699192	0
33	3079	7521	4292	57.07	5.30	132.08	0	0	693292	0
1098	3079	7465	4249	56.92	5.05	119.66	0	0	705918	0
27899	3140	7485	4218	56.35	5.30	118.40	0	0	709584	0
90	3063	7427	4237	57.05	5.40	121.51	0	0	701011	0
871	3211	7447	4093	54.96	5.29	123.00	0	0	708263	0
9761	3181	7493	4218	56.29	5.21	132.25	0	0	683806	0
8888	3111	7487	4241	56.64	5.14	122.25	0	0	691232	0
671	3210	7446	4131	55.48	4.76	129.21	0	0	702527	0
1394	3113	7529	4282	56.87	5.17	111.79	0	0	698805	0
543	3145	7457	4177	56.01	5.59	144.60	0	0	714086	0
1176	3175	7404	4111	55.52	5.20	116.03	0	0	719119	0
