Seed	LostPackets	totalTx	totalRx	PDR (%)	HopCount	Delay (ms)	L3 Drop	HelloPackets	PhyRxDrop	PhyTxDrop
1	1411	2988	1554	52.01	5.24	185.33	0	0	536492	0
890	1621	3189	1540	48.29	4.97	73.06	0	0	524515	0
250	1657	3211	1531	47.68	4.88	44.56	0	0	531913	0
50	1634	3227	1571	48.68	5.42	66.72	0	0	531201	0
2000	1423	3001	1546	51.52	6.19	134.16	0	0	527723	0
150	1464	3002	1517	50.53	5.43	82.25	0	0	546683	0
98	1636	3112	1448	46.53	4.69	91.00	0	0	537703	0
2035	1243	2786	1518	54.49	5.44	74.27	0	0	543893	0
12035	1606	3147	1519	48.27	4.87	90.99	0	0	529260	0
7899	1627	3157	1503	47.61	4.76	61.24	0	0	514532	0
12000	1473	2962	1465	49.46	4.35	49.43	0	0	532066	0
11390	1595	3175	1559	49.10	4.77	66.89	0	0	532073	0
17899	1594	3213	1596	49.67	5.54	188.91	0	0	535338	0
11040	1626	3121	1468	47.04	4.49	48.44	0	0	544996	0
21390	1619	3104	1461	47.07	4.44	49.97	0	0	537349	0
27899	1609	3193	1562	48.92	5.01	60.28	0	0	535410	0
22000	1582	3233	1625	50.26	5.22	79.05	0	0	529340	0
31040	1631	3176	1523	47.95	4.84	78.36	0	0	531976	0
22035	1591	3146	1534	48.76	5.00	90.68	0	0	531603	0
871	1595	3136	1524	48.60	4.59	68.10	0	0	545777	0
33	1587	3171	1559	49.16	5.52	215.40	0	0	531840	0
32035	1625	3205	1552	48.42	5.55	52.98	0	0	526353	0
8888	1430	3027	1560	51.54	4.87	48.09	0	0	480080	0
1098	1583	3161	1553	49.13	4.81	47.33	0	0	529826	0
1394	1641	3233	1571	48.59	5.22	84.97	0	0	527374	0
1176	1607	3188	1554	48.75	4.94	63.80	0	0	527708	0
90	1597	3175	1555	48.98	5.22	41.74	0	0	536236	0
543	1354	2974	1595	53.63	5.12	193.85	0	0	539441	0
9761	1409	3007	1580	52.54	6.16	278.01	0	0	550581	0
671	1588	3183	1566	49.20	5.15	73.33	0	0	511058	0
